Timestamp,Gender,Year,FinAid,Sports,Orientation,Race,Religion,Conc,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Notes,Location,Day,Initials
10/2/2013 14:23:23,Female,Junior,None,No,Other,White,Atheist,Social sciences,Somewhat agree,No opinion,A small role,Anxiety,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:23:26,Female,Junior,"Grants, covering some costs",No,Heterosexual,White,Agnostic,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,,Faunce,Day 1,SP
10/2/2013 14:23:36,Male,Senior,"Grants, covering some costs",Yes,Heterosexual,"White, Asian",Other Christian,Humanities/arts,No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",18-24,Once or twice a week,"No, and for that reason, I am not or do not plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:24:28,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Black,Other Christian,Life sciences,Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","No, I do not support converting any bathrooms",25-29,Once or twice a month,"Yes, and I am or plan to",Somewhat disapprove,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:25:35,Female,First-year,Just loans,No,Other,White,Jewish,"Humanities/arts, Social sciences",Strongly agree,No opinion,A small role,None of the above,"Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings, My parents borrow money from outside sources","Yes, I support converting all bathrooms",30-34,Once or twice a month,"No, and for that reason, I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1, CEG
10/2/2013 14:25:37,Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,Protestant,,No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",,Once a day,"No, but I am or plan to",Somewhat approve,Somewhat approve,"FOR #7, circled both 25-29 and 30-34 ",J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:26:39,Male,First-year,Grants and loans,No,Heterosexual,Black,Other religion,"Physical sciences (incl. math, CS)",Somewhat agree,Strongly approve,A significant role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, I borrow money from outside sources",Don't know,25-29,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:26:59,Female,First-year,None,No,Heterosexual,Asian,Atheist,"Humanities/arts, Physical sciences (incl. math, CS)",Somewhat agree,Somewhat disapprove,A small role,Depression,None of the above,"Yes, I support converting all bathrooms",I don't intend to get married,I have never masturbated,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:27:37,Female,Sophomore,None,No,Heterosexual,White,Atheist,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Strongly approve,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,Less than once a month,"No, but I am or plan to",Strongly approve,Strongly approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:28:02,Female,Senior,"Grants, covering some costs",No,Other,White,Other religion,Social sciences,Strongly disagree,No opinion,A small role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Three to five times a week,"No, and I would not have wanted to even if I felt more prepared",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:28:03,Male,Junior,None,No,Heterosexual,Asian,Agnostic,Life sciences,Strongly agree,No opinion,A small role,None of the above,"My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions, My parents borrow money from outside sources","Yes, I support converting some bathrooms",25-29,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:28:38,Male,First-year,"Grants, covering all costs",No,Heterosexual,White,Atheist,Life sciences,No opinion,No opinion,A moderate role,"Depression, Attention deficit hyperactivity disorder, Obsessive-compulsive disorder","University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",Not sure,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:29:03,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Black,Catholic,"Social sciences, Physical sciences (incl. math, CS)",Somewhat agree,Strongly approve,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","Yes, I support converting all bathrooms",25-29,Less than once a month,"No, but I am or plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:29:25,Female,First-year,None,No,Heterosexual,White,Protestant,"Physical sciences (incl. math, CS)",No opinion,Somewhat approve,A small role,"Depression, Anxiety",My parents' income and savings,"No, I do not support converting any bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:29:36,Female,First-year,None,Yes,Heterosexual,"White, Hispanic",Catholic,Humanities/arts,Somewhat disagree,Somewhat approve,A moderate role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Less than once a month,"Yes, but I am not or do not plan to",Somewhat approve,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:29:56,Male,Junior,"Grants, covering all costs",No,Heterosexual,Asian,Other Christian,"Humanities/arts, Physical sciences (incl. math, CS)",Not familiar enough to answer,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Non-University grants and scholarships","Yes, I support converting some bathrooms",25-29,Three to five times a week,"Yes, and I am or plan to",I have not heard of the strategic plan,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:30:06,Female,Junior,None,No,Heterosexual,Asian,Catholic,Social sciences,Somewhat agree,No opinion,A small role,None of the above,,,,,,,,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:30:52,Female,First-year,None,No,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Somewhat approve,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a month,"Yes, and I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:31:02,Male,Senior,None,No,Heterosexual,White,Agnostic,"Social sciences, Physical sciences (incl. math, CS)",Strongly disagree,No opinion,A moderate role,None of the above,"My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","No, I do not support converting any bathrooms",25-29,Three to five times a week,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:31:26,Male,First-year,"Grants, covering all costs",No,Heterosexual,"White, Black",Protestant,,Not familiar enough to answer,Somewhat approve,No role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting all bathrooms",30-34,Less than once a month,"No, but I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:31:42,Female,Sophomore,Grants and loans,No,Bisexual,White,Agnostic,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Three to five times a week,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:32:48,Female,Sophomore,None,No,Other,White,Atheist,Social sciences,Somewhat agree,No opinion,A small role,"Depression, Anxiety","Non-University grants and scholarships, My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",25-29,Once or twice a month,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:33:24,Female,Junior,Grants and loans,No,Heterosexual,Asian,Atheist,"Humanities/arts, Life sciences",Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans","Yes, I support converting some bathrooms",I don't intend to get married,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:33:25,Male,First-year,Grants and loans,No,Heterosexual,Hispanic,Catholic,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A small role,None of the above,"University grants and scholarships, My parents' income and savings, My parents borrow money from outside sources","Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:33:40,Male,Senior,None,No,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",Somewhat agree,Somewhat disapprove,A small role,"Depression, Anxiety, Attention deficit hyperactivity disorder",,"Yes, I support converting some bathrooms",30-34,Once a day,"Yes, and I am or plan to",Strongly disapprove,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:34:36,Female,Sophomore,Grants and loans,No,Heterosexual,Black,Protestant,Social sciences,Strongly disagree,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting all bathrooms",30-34,Once or twice a week,"No, and for that reason, I am not or do not plan to",Somewhat disapprove,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:34:37,Female,Senior,Grants and loans,No,Heterosexual,Black,Protestant,"Humanities/arts, Social sciences",Strongly disagree,Somewhat disapprove,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings, My parents borrow money from outside sources",Don't know,Not sure,,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:34:49,Male,Sophomore,None,Yes,Heterosexual,White,Atheist,Social sciences,Not familiar enough to answer,Somewhat approve,A significant role,None of the above,None of the above,"No, I do not support converting any bathrooms",25-29,Once a day,"Yes, but I am not sure if I will",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:35:35,Male,Junior,"Grants, covering some costs",No,Heterosexual,Asian,Atheist,"Physical sciences (incl. math, CS)",Somewhat disagree,No opinion,No role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","No, I do not support converting any bathrooms",30-34,Three to five times a week,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:35:35,Female,Junior,Grants and loans,No,Heterosexual,White,Agnostic,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat approve,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions, I borrow money from outside sources, My parents borrow money from outside sources","Yes, I support converting all bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",Somewhat approve,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:36:00,Male,Sophomore,None,Yes,Heterosexual,White,Agnostic,Social sciences,No opinion,Somewhat approve,A small role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Once or twice a week,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:36:18,Male,Junior,None,No,Heterosexual,White,Other religion,"Humanities/arts, Physical sciences (incl. math, CS)",Somewhat disagree,No opinion,A small role,None of the above,None of the above,Don't know,25-29,Once a day,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,I do not know what UCS is,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:36:42,Female,Senior,None,No,Heterosexual,"White, Asian",Other religion,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Strongly approve,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:37:18,Male,Senior,Grants and loans,No,Heterosexual,Asian,Agnostic,"Physical sciences (incl. math, CS)",Not familiar enough to answer,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",30-34,Once or twice a week,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:37:29,Female,Junior,Grants and loans,No,Heterosexual,White,,Life sciences,Somewhat agree,No opinion,No role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a week,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:37:33,Female,Sophomore,"Grants, covering all costs",No,Heterosexual,Black,Catholic,Humanities/arts,Strongly agree,No opinion,A moderate role,None of the above,University grants and scholarships,"Yes, I support converting some bathrooms",25-29,Three to five times a week,"No, and I am not sure if I will",I have not heard of the strategic plan,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:38:13,Male,Sophomore,None,No,Heterosexual,White,Agnostic,,Strongly agree,Somewhat disapprove,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",Not sure,,"Yes, but I am not sure if I will",Somewhat disapprove,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:38:51,Female,First-year,None,No,Heterosexual,Black,Other Christian,"Humanities/arts, Social sciences",No opinion,Somewhat approve,A moderate role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",,Once or twice a month,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat approve,For #7 circled both 25-29 and 30-34,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:38:54,Female,Sophomore,None,No,Heterosexual,White,Jewish,Humanities/arts,Somewhat agree,Strongly approve,A moderate role,None of the above,,,,,,,,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:39:32,Female,Junior,None,No,Heterosexual,White,,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat disapprove,No role,None of the above,"Non-University grants and scholarships, My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",I don't intend to get married,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,Somewhat disapprove,"Religion: wrote ""none""",J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:39:52,Male,Sophomore,None,Yes,Heterosexual,White,Other religion,Humanities/arts,Strongly agree,No opinion,A moderate role,None of the above,"My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",35-39,Once or twice a week,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:40:17,Male,First-year,Grants and loans,No,Other,Black,Agnostic,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat disapprove,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",I don't intend to get married,Once or twice a month,"Yes, but I am not sure if I will",Somewhat disapprove,No opinion,"For the religion question, circled both agnostic and atheist",J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:41:09,Female,First-year,None,No,Heterosexual,White,Other religion,"Physical sciences (incl. math, CS)",Somewhat disagree,No opinion,No role,None of the above,"My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",30-34,Once or twice a month,"No, but I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:41:57,Male,Junior,None,No,Other,White,Agnostic,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",I don't intend to get married,Three to five times a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:42:11,Female,Sophomore,None,No,Heterosexual,White,Protestant,Life sciences,Somewhat agree,No opinion,A small role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",,Less than once a month,"Yes, and I am or plan to",Somewhat disapprove,Somewhat approve,For #7 circled both 30-34 and not sure,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:42:45,Female,Senior,Just loans,No,Heterosexual,Asian,Catholic,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A moderate role,None of the above,"Federal loans, My parents' income and savings, My own income and savings, I borrow money from outside sources","Yes, I support converting some bathrooms",25-29,I have never masturbated,"No, but I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:43:08,Female,Junior,"Grants, covering all costs",No,Heterosexual,Other,Protestant,Life sciences,Somewhat agree,Strongly approve,A significant role,None of the above,"University grants and scholarships, My own income and savings","No, I do not support converting any bathrooms",25-29,Once or twice a week,"No, but I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:43:42,Female,Senior,Just loans,No,Heterosexual,White,Jewish,"Physical sciences (incl. math, CS)",No opinion,Somewhat approve,A moderate role,None of the above,"Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",30-34,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:43:57,Male,Sophomore,None,No,Heterosexual,Asian,Catholic,,Somewhat disagree,No opinion,A significant role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Once or twice a week,"Yes, but I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:44:07,Male,Senior,None,No,Heterosexual,Other,Agnostic,Social sciences,Strongly agree,Somewhat approve,A small role,None of the above,My own income and savings,"Yes, I support converting some bathrooms",30-34,Once a day,"Yes, but I am not or do not plan to",Somewhat disapprove,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:44:37,Male,Sophomore,None,No,Heterosexual,Asian,Catholic,"Physical sciences (incl. math, CS)",Strongly disagree,Strongly approve,A small role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",25-29,Once or twice a week,"Yes, and I am or plan to",Strongly approve,Strongly approve,,J. Walter Wilson: Front/Main Door,Day 1,CEG
10/2/2013 14:44:59,Female,Sophomore,None,No,Heterosexual,White,Atheist,Humanities/arts,Strongly agree,Somewhat approve,A small role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",30-34,Three to five times a week,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:45:15,Female,Senior,None,No,Heterosexual,White,Agnostic,Social sciences,Somewhat agree,Somewhat approve,A small role,None of the above,My own income and savings,Don't know,25-29,Once or twice a month,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:45:40,Female,Junior,"Grants, covering some costs",Yes,Heterosexual,Asian,Protestant,Life sciences,Not familiar enough to answer,No opinion,A small role,Depression,My own income and savings,Don't know,25-29,I have never masturbated,"No, and I am not sure if I will",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:45:58,Male,Senior,Grants and loans,No,Heterosexual,White,Catholic,Life sciences,Not familiar enough to answer,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My own income and savings","Yes, I support converting some bathrooms",30-34,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:46:31,Male,Senior,Grants and loans,No,Heterosexual,Other,Other religion,"Physical sciences (incl. math, CS)",Not familiar enough to answer,No opinion,A significant role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings",Don't know,25-29,,"No, but I am or plan to",I have not heard of the strategic plan,I do not know what UCS is,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:46:47,Male,Sophomore,None,No,Heterosexual,White,Jewish,Humanities/arts,No opinion,No opinion,No role,None of the above,"Non-University grants and scholarships, My parents' income and savings",Don't know,25-29,,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:46:53,Female,Senior,"Grants, covering some costs",,Heterosexual,"White, Hispanic, Other",Agnostic,Life sciences,Not familiar enough to answer,Somewhat approve,A small role,Anxiety,"Federal loans, My own income and savings","No, I do not support converting any bathrooms",25-29,Once or twice a week,"No, but I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:47:21,Female,Senior,None,No,Heterosexual,Asian,Hindu,Social sciences,Somewhat agree,Somewhat approve,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,Once or twice a month,"Yes, but I am not or do not plan to",Strongly approve,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:47:53,Female,First-year,"Grants, covering all costs",No,Heterosexual,Black,Protestant,Life sciences,No opinion,No opinion,A moderate role,Attention deficit hyperactivity disorder,University grants and scholarships,"Yes, I support converting some bathrooms",30-34,Less than once a month,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:48:07,Female,Senior,"Grants, covering all costs",No,Heterosexual,White,Atheist,Social sciences,Strongly agree,No opinion,A small role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My own income and savings","Yes, I support converting all bathrooms",Not sure,Less than once a month,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:48:50,Male,Senior,Grants and loans,No,Homosexual,Asian,Atheist,"Physical sciences (incl. math, CS)",Somewhat disagree,No opinion,A significant role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings, My parents borrow money from outside sources","Yes, I support converting all bathrooms",Not sure,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:49:11,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Hispanic,Catholic,Social sciences,Somewhat agree,No opinion,A moderate role,None of the above,University grants and scholarships,"Yes, I support converting some bathrooms",25-29,I have never masturbated,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:49:20,Male,Senior,"Grants, covering some costs",No,Heterosexual,Asian,Atheist,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings, I borrow money from outside sources","Yes, I support converting some bathrooms",25-29,,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,"Q8: wrote ""wat."" next to the question (and did not circle an answer)",J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:49:35,Female,First-year,"Grants, covering all costs",No,Heterosexual,Hispanic,Catholic,Social sciences,Somewhat disagree,No opinion,A significant role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships","Yes, I support converting all bathrooms",25-29,I have never masturbated,"Yes, but I am not or do not plan to",I have not heard of the strategic plan,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:50:03,Female,Senior,Grants and loans,No,Other,Asian,Other religion,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",I don't intend to get married,Once a day,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:50:26,Male,First-year,None,No,Heterosexual,White,Jewish,Social sciences,Somewhat agree,No opinion,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",25-29,,"Yes, but I am not sure if I will",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:50:55,Male,Sophomore,None,No,Heterosexual,Asian,Protestant,Social sciences,Somewhat agree,No opinion,A small role,None of the above,None of the above,Don't know,30-34,Three to five times a week,"No, but I am or plan to",Strongly disapprove,Somewhat approve,,J. Walter Wilson: Side/Back Door,Day 1,CEG
10/2/2013 14:51:21,Female,,"Grants, covering some costs",No,Heterosexual,Hispanic,Catholic,Humanities/arts,No opinion,Somewhat approve,A significant role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",,Less than once a month,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,"Q7: circled both 25-29, 30-34",J. Walter Wilson: Front/Main Door,Day 1,SP
10/2/2013 14:51:22,Female,Junior,"Grants, covering all costs",No,Heterosexual,"White, Black",Catholic,"Humanities/arts, Social sciences",No opinion,Somewhat approve,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My own income and savings","Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, but I am not or do not plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:52:12,Male,Senior,None,No,Heterosexual,Asian,Agnostic,"Physical sciences (incl. math, CS)",Not familiar enough to answer,No opinion,A significant role,None of the above,None of the above,Don't know,30-34,Once or twice a week,"Yes, and I am or plan to",I have not heard of the strategic plan,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 1,KK
10/2/2013 14:52:54,Male,First-year,Grants and loans,Yes,Heterosexual,White,Atheist,Social sciences,No opinion,Strongly approve,A moderate role,Attention deficit disorder,"University grants and scholarships, Federal loans","Yes, I support converting all bathrooms",I don't intend to get married,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 1,SP
