Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/6/2015 15:52:45,JWW front,Day 2,DMG,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Hispanic,Life sciences,Yes,Domestic,Yes,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat approve,Yes,No opinion,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Neutral,'20 minutes',Never,
3/6/2015 15:52:56,JWW front,Day 2,KT,,Female,Sophomore,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat negative,'10 minutes',Never,
3/6/2015 15:54:54,SciLi,Day 2,LJR,,Female,First-year,"Grants, covering some costs",No,Hetero,Hispanic,Life sciences,No,Domestic,No,No opinion,No opinion,Centrist,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'0 minutes',Multiple times a week,
3/6/2015 15:57:54,JWW front,Day 2,DMG,,Female,First-year,Grants and loans,Yes,Hetero,White,Humanities/arts,No,Domestic,No,Strongly approve,Centrist,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a month,
3/6/2015 15:58:49,SciLi,Day 2,LJR,,Male,First-year,None,No,Hetero,White,Humanities/arts,Yes,International,Yes,Strongly disapprove,Very lib,Centrist,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability","I have had grad students as teaching assistants, Other",Somewhat positive,'10 minutes',Once a week,
3/6/2015 16:00:24,SciLi,Day 2,LJR,,Female,Junior,"Grants, covering some costs",No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Very lib,Somewhat cons,Very uncomfortable,Strongly approve,Not familiar enough to answer,"No, they were too lenient","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status",I have interacted with grad students while doing research,Somewhat negative,'40 minutes',Multiple times a week,
3/6/2015 16:00:26,JWW front,Day 2,KT,,Female,Sophomore,Grants and loans,Yes,Hetero,"White, Asian",,No,Domestic,Yes,No opinion,No opinion,Very lib,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a month,
3/6/2015 16:04:24,JWW front,Day 2,KT,,Male,Senior,Just loans,Yes,Hetero,Black,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,No opinion,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Never,
3/6/2015 16:04:35,SciLi,Day 2,LJR,,Female,Sophomore,"Grants, covering some costs",No,Other,Hispanic,Life sciences,Yes,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Strongly approve,No opinion,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,I do not use my laptop in class,Once a semester,
3/6/2015 16:05:43,JWW side,Day 2,DMG,,Male,Junior,None,No,Hetero,Black,Life sciences,No,Domestic,No,Strongly approve,No opinion,No opinion,Somewhat comfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,I do not use my laptop in class,Once a month,
3/6/2015 16:07:49,SciLi,Day 2,LJR,,Female,First-year,None,No,Bisexual,Asian,Physical sciences,No,Domestic,Yes,Somewhat approve,Centrist,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/6/2015 16:09:39,SciLi,Day 2,LJR,,Male,First-year,"Grants, covering all costs",No,Hetero,Black,Social sciences,Yes,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Yes,"Yes, about my academic ability, Yes, about my sex/love life, Yes, about my socioeconomic status","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Once a week,
3/6/2015 16:11:06,SciLi,Day 2,LJR,,Male,Sophomore,"Grants, covering some costs",No,Hetero,White,Social sciences,Yes,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my socioeconomic status",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/6/2015 16:13:37,JWW side,Day 2,SJM,,Female,Junior,None,No,Hetero,"White, Black","Social sciences, Life sciences",No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh",Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Other",Neutral,'20 minutes',Once a week,
3/6/2015 16:14:38,JWW side,Day 2,KT,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Asian,Humanities/arts,Yes,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,No opinion,No opinion,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Neutral,'20 minutes',Never,
3/6/2015 16:15:55,SciLi,Day 2,LJR,,Male,Senior,Grants and loans,No,Hetero,White,Life sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,No opinion,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a month,
3/6/2015 16:18:14,SciLi,Day 2,LJR,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,"No, they were too lenient",Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a week,
3/6/2015 16:19:18,JWW side,Day 2,KT,,Male,Junior,"Grants, covering all costs",No,Hetero,White,"Humanities/arts, Physical sciences",No,Domestic,No,No opinion,Somewhat cons,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a month,
3/6/2015 16:19:31,JWW front,Day 2,DMG,,Female,Senior,"Grants, covering all costs",No,Bisexual,"Hispanic, Black",Life sciences,Yes,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Never,
3/6/2015 16:20:17,JWW side,Day 2,SJM,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Black,Social sciences,Yes,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat uncomfortable,Somewhat disapprove,No opinion,No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Never,
3/6/2015 16:20:32,SciLi,Day 2,LJR,,Male,Senior,None,No,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Very comfortable,No opinion,No opinion,No opinion,"Yes, about my social life, Yes, about my sex/love life",I have not interacted with grad students,Very positive,I do not use my laptop in class,Once a month,
3/6/2015 16:22:32,JWW front,Day 2,KT,,Female,Sophomore,None,No,Hetero,Asian,Social sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,No opinion,No opinion,"No, they were too lenient",Yes,"Yes, about my academic ability, Yes, about my sex/love life","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 16:23:15,JWW front,Day 2,DMG,,Male,Senior,"Grants, covering all costs",No,Hetero,White,Humanities/arts,Yes,Domestic,No,Somewhat approve,No opinion,Very lib,Somewhat comfortable,Not familiar enough to answer,No opinion,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, I have not interacted with grad students",Somewhat positive,I do not use my laptop in class,Once a semester,
3/6/2015 16:24:05,JWW side,Day 2,SJM,,Female,Sophomore,"Grants, covering all costs",No,Hetero,Hispanic,Social sciences,Yes,Domestic,No,No opinion,No opinion,Somewhat liberal,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/6/2015 16:24:48,JWW front,Day 2,KT,,Male,Senior,None,Yes,Hetero,Black,Life sciences,No,Domestic,No,No opinion,Centrist,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, Other",Very positive,'10 minutes',Multiple times a week,
3/6/2015 16:25:34,JWW front,Day 2,DMG,,Male,Junior,"Grants, covering some costs",No,Hetero,Hispanic,Physical sciences,No,International,No,No opinion,Very lib,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about something not listed above",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a month,
3/6/2015 16:26:41,JWW front,Day 2,KT,,Female,Junior,None,Yes,Hetero,White,Life sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,No opinion,Strongly approve,Yes,Yes,"Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a semester,
3/6/2015 16:27:04,JWW front,Day 2,SJM,,Female,Junior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat approve,Centrist,Somewhat liberal,Somewhat comfortable,No opinion,No opinion,No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, Other",Very positive,'10 minutes',Once a month,
3/6/2015 16:29:45,JWW front,Day 2,DMG,,Female,Senior,"Grants, covering all costs",No,Hetero,Black,Physical sciences,No,International,No,No opinion,No opinion,Somewhat cons,No opinion,Somewhat disapprove,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a semester,
3/6/2015 16:30:38,JWW side,Day 2,SJM,,Female,First-year,Grants and loans,No,Hetero,"White, Black, Am Indian/Alaska, Other","Social sciences, Life sciences",No,Domestic,No,No opinion,Very lib,Very lib,Very comfortable,Somewhat approve,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a week,
3/6/2015 16:30:56,JWW front,Day 2,KT,,Male,Senior,"Grants, covering some costs",No,Hetero,Hispanic,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Strongly approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Very positive,'30 minutes',Once a semester,
3/6/2015 16:32:49,JWW front,Day 2,DMG,,Male,Sophomore,"Grants, covering all costs",No,Gay,Black,Social sciences,No,Domestic,Yes,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my academic ability, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Neutral,'0 minutes',Multiple times a week,
3/6/2015 16:33:04,JWW front,Day 2,KT,,Female,Senior,None,No,Hetero,"Black, Other",Life sciences,No,Domestic,No,Somewhat disapprove,No opinion,Centrist,Somewhat uncomfortable,No opinion,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,'20 minutes',Once a month,
3/6/2015 16:33:09,JWW side,Day 2,SJM,,Female,Sophomore,"Grants, covering all costs",No,Hetero,Asian,Life sciences,No,International,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"Yes, about something not listed above",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a week,
3/6/2015 16:37:02,JWW front,Day 2,KT,,Male,Junior,"Grants, covering all costs",No,Hetero,Asian,Physical sciences,Yes,International,No,Somewhat approve,Somewhat cons,Somewhat cons,Somewhat comfortable,Somewhat approve,"No, they were too harsh",Yes,"Yes, about my social life",I have interacted with grad students while doing research,Somewhat positive,'40 minutes',Once a week,
3/6/2015 16:40:00,JWW side,Day 2,sjm,,Male,Junior,Grants and loans,No,Hetero,White,,No,Domestic,No,No opinion,Somewhat liberal,Centrist,Somewhat uncomfortable,Somewhat approve,Yes,Yes,"Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a semester,Didn't answer concentration control question
3/6/2015 16:40:56,JWW front,Day 2,KT,,Male,Sophomore,Just loans,Yes,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,Yes,Somewhat approve,Centrist,Very lib,Somewhat comfortable,Strongly disapprove,No opinion,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,I do not use my laptop in class,Once a month,
3/6/2015 16:43:56,JWW front,Day 2,KT,,Male,Senior,None,No,Hetero,Hispanic,Humanities/arts,No,International,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a week,
3/6/2015 16:44:17,JWW front,Day 2,DMG,,Female,Junior,"Grants, covering some costs",No,Hetero,Black,Life sciences,Yes,Domestic,No,No opinion,Somewhat cons,Somewhat cons,Somewhat uncomfortable,No opinion,"No, they were too harsh","No, they were too harsh","Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Neutral,'10 minutes',Once a semester,
3/6/2015 16:46:31,JWW side,Day 2,SJM,,Male,Sophomore,None,No,Hetero,Asian,Humanities/arts,No,International,No,Somewhat approve,Somewhat cons,Very lib,Very uncomfortable,Somewhat disapprove,No opinion,No opinion,"Yes, about my sex/love life",I have had grad students as teaching assistants,Somewhat positive,'20 minutes',Once a month,
3/6/2015 16:47:15,JWW front,Day 2,KT,,Male,Senior,"Grants, covering all costs",No,Hetero,Black,Humanities/arts,No,Domestic,No,No opinion,No opinion,Somewhat liberal,No opinion,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Never,
3/6/2015 16:50:27,JWW front,Day 2,KT,,Male,Junior,None,Yes,Hetero,White,Social sciences,No,Domestic,Yes,Somewhat disapprove,Very conservative,Somewhat cons,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a week,
3/6/2015 16:53:31,JWW front,Day 2,KT,,Female,Senior,None,No,Gay,White,Physical sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Somewhat uncomfortable,Strongly approve,Yes,Yes,"Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a month,
3/6/2015 16:56:33,JWW front,Day 2,KT,,Female,Junior,"Grants, covering some costs",No,Bisexual,White,Humanities/arts,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat uncomfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Once a semester,
3/6/2015 16:58:58,JWW front,Day 2,KT,,Male,Sophomore,None,No,Hetero,"White, Asian",Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 17:00:10,JWW side,Day 2,SJM,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Yes,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about something not listed above",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a week,
3/6/2015 17:00:13,JWW side,Day 2,DMG,,Male,Junior,Grants and loans,No,Other,Other,Social sciences,No,International,No,No opinion,Very conservative,Very conservative,Very comfortable,Strongly approve,Yes,"No, they were too lenient","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance",Other,Neutral,'0 minutes',Never,
3/6/2015 17:03:29,JWW front,Day 2,KT,,Male,Sophomore,Grants and loans,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Centrist,Somewhat uncomfortable,Somewhat approve,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'10 minutes',Once a month,
3/6/2015 17:04:13,JWW front,Day 2,DMG,,Male,Junior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,Yes,"Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about something not listed above","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Somewhat positive,I do not use my laptop in class,Once a month,
3/6/2015 17:05:31,JWW front,Day 2,KT,,Male,Senior,"Grants, covering all costs",No,Gay,Asian,Humanities/arts,No,International,No,Somewhat disapprove,Centrist,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/6/2015 17:05:44,JWW side,Day 2,SJM,,Male,Sophomore,None,No,Hetero,White,Life sciences,No,Domestic,Yes,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly approve,Yes,Yes,"Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Somewhat positive,I do not use my laptop in class,Never,
3/6/2015 17:09:01,JWW front,Day 2,KT,,Male,Senior,Just loans,No,Bisexual,Hispanic,"Humanities/arts, Life sciences",No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'30 minutes',Once a week,
3/6/2015 17:13:36,JWW side,Day 2,SJM,,Female,Senior,None,No,Hetero,White,"Humanities/arts, Life sciences",No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,No opinion,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Other",Very positive,'10 minutes',Multiple times a week,
3/6/2015 17:14:03,JWW front,Day 2,AF,,Male,First-year,Grants and loans,No,Hetero,"White, Hispanic",Social sciences,No,Domestic,No,No opinion,Very lib,Very lib,Somewhat comfortable,Not familiar enough to answer,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Never,
3/6/2015 17:17:15,JWW front,Day 2,AF,,Female,Junior,None,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat disapprove,No opinion,"No, they were too harsh","Yes, about my academic ability, Yes, about my appearance",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a month,
3/6/2015 17:20:05,JWW side,Day 2,SJM,,Female,First-year,"Grants, covering some costs",No,,"White, Asian","Humanities/arts, Social sciences",No,Domestic,No,No opinion,Somewhat liberal,Centrist,Very comfortable,No opinion,"No, they were too lenient","No, they were too lenient","Yes, about my socioeconomic status",I have taken a course taught by a grad student,Neutral,'0 minutes',Never,
3/6/2015 17:25:38,JWW front,Day 2,AF,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Asian,Social sciences,No,Domestic,No,Strongly approve,No opinion,No opinion,Somewhat comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'20 minutes',Multiple times a week,
3/6/2015 17:27:37,JWW front,Day 2,KT,,Female,Sophomore,Grants and loans,No,Other,Black,Life sciences,No,Domestic,No,Somewhat approve,No opinion,Very lib,Very comfortable,Somewhat disapprove,Not familiar enough to answer,"No, they were too lenient","Yes, about my academic ability",I have had grad students as teaching assistants,Neutral,'20 minutes',Once a month,
3/6/2015 17:29:45,JWW side,Day 2,SJM,,Male,Sophomore,Grants and loans,Yes,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat cons,Somewhat uncomfortable,Somewhat approve,Yes,No opinion,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/6/2015 17:30:45,JWW front,Day 2,AF,,Female,First-year,None,No,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Once a week,
3/6/2015 17:31:41,JWW front,Day 2,KT,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my academic ability, Yes, about my social life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,I do not use my laptop in class,Once a week,
3/6/2015 17:33:36,JWW front,Day 2,DMG,,Female,First-year,None,No,Hetero,"White, Black",Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a semester,
3/6/2015 17:33:41,JWW front,Day 2,KT,,Female,Junior,None,No,Hetero,Asian,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat cons,Somewhat comfortable,Somewhat approve,Yes,Yes,"Yes, about my sex/love life, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a week,
3/6/2015 17:35:47,JWW front,Day 2,DMG,,Female,Senior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Multiple times a week,
3/6/2015 17:39:16,JWW front,Day 2,DMG,,Female,Senior,None,No,Hetero,Hispanic,Humanities/arts,No,International,No,Somewhat approve,No opinion,No opinion,No opinion,Somewhat disapprove,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Very positive,I do not use my laptop in class,Multiple times a week,
3/6/2015 17:44:18,JWW front,Day 2,AF,,Female,Sophomore,None,No,Hetero,"White, Am Indian/Alaska",Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about something not listed above",I have had grad students as teaching assistants,Very positive,'0 minutes',Never,
3/6/2015 17:45:55,JWW side,Day 2,SJM,,Female,Junior,Grants and loans,No,Hetero,Hispanic,Social sciences,Yes,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat uncomfortable,Somewhat disapprove,Yes,Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a semester,
3/6/2015 17:46:13,JWW front,Day 2,AF,,Female,Senior,Grants and loans,No,Hetero,"White, Other",Life sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,No opinion,Somewhat disapprove,Yes,Yes,"Yes, about my socioeconomic status",I have interacted with grad students while doing research,Somewhat positive,'10 minutes',Once a week,
3/6/2015 17:51:21,JWW side,Day 2,SJM,,Male,Sophomore,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat disapprove,Very conservative,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Never,
3/6/2015 17:54:42,JWW side,Day 2,SJM,,Female,Sophomore,None,No,Hetero,Other,"Social sciences, Life sciences",No,Domestic,Yes,No opinion,Centrist,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a month,
3/6/2015 17:57:29,JWW front,Day 2,AF,,Male,Senior,Grants and loans,No,Hetero,White,Life sciences,No,Domestic,Yes,No opinion,Very lib,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,I do not use my laptop in class,Once a week,
3/6/2015 18:00:02,JWW front,Day 2,GY,,Male,Senior,"Grants, covering all costs",No,Hetero,Other,"Humanities/arts, Physical sciences",No,International,No,No opinion,No opinion,Somewhat liberal,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a semester,
3/6/2015 18:02:59,JWW front,Day 2,GY,,Male,Senior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Strongly disapprove,Very lib,Very lib,Very comfortable,Somewhat disapprove,Yes,"No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Never,
3/6/2015 18:05:46,JWW front,Day 2,GY,,Female,Junior,Grants and loans,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,No opinion,Yes,Yes,"Yes, about my sex/love life",Other,Neutral,'20 minutes',Once a month,
